id,date,ticker,BETA_1YR,close,adj_close,high,low,MARKETCAP,open,PBV,PE_EXCL,PE_EXCL_FWD,PE_NORMALIZED,PRICE_SALES,PRICE_VOL_HIST_3MTH,RSI,RSI_ADJ,SHORT_INTEREST,SHORT_INTEREST_OVER_FLOAT,SHORT_INTEREST_PERCENT,TEV,TEV_EBIT,TEV_EBITDA,TEV_EBITDA_FWD,TEV_EBIT_FWD,TEV_TOTAL_REV,TEV_TOTAL_REV_FWD,volume,CUMULATIVE_SPLIT_FACTOR,LAST_SPLIT_DATE,split_ratio,PBV_FWD,PEG_FWD,PRICE_TARGET,adj_open,adj_high,adj_low,adj_volume,ex-dividend
21,1992-01-29,LSE:ABF,0.6214,2.4822,1.1461,0.0,0.0,1962.1294,0.0,0.0035,0.0206,0.0,0.0237,0.0009,20.9153,43.8475,47.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1992-01-30,LSE:ABF,0.6214,2.5219,1.1645,0.0,0.0,1993.5593,0.0,0.0036,0.0209,0.0,0.024,0.0009,21.143,50.2041,53.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1992-01-31,LSE:ABF,0.6364,2.5503,1.1776,0.0,0.0,2016.0093,0.0,0.0036,0.0212,0.0,0.0243,0.0009,21.1667,54.193,56.6563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1992-02-03,LSE:ABF,0.6364,2.5787,1.1907,0.0,0.0,2038.4593,0.0,0.0037,0.0214,0.0,0.0246,0.0009,21.2647,57.8308,59.9563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1992-02-04,LSE:ABF,0.6364,2.6071,1.2038,0.0,0.0,2060.91,0.0,0.0037,0.0216,0.0,0.0248,0.0009,21.3675,61.1533,62.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1992-02-05,LSE:ABF,0.6364,2.6412,1.2196,0.0,0.0,2087.8499,0.0,0.0037,0.0219,0.0,0.0252,0.0009,21.4102,64.743,66.2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1992-02-06,LSE:ABF,0.6364,2.6185,1.2091,0.0,0.0,2069.89,0.0,0.0037,0.0217,0.0,0.025,0.0009,21.4782,60.7149,62.3024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1992-02-07,LSE:ABF,0.6837,2.5844,1.1933,0.0,0.0,2042.9492,0.0,0.0037,0.0214,0.0,0.0246,0.0009,21.592,55.17,56.7817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1992-02-10,LSE:ABF,0.6837,2.6071,1.2038,0.0,0.0,2060.91,0.0,0.0037,0.0216,0.0,0.0248,0.0009,21.6442,57.9286,59.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1992-02-11,LSE:ABF,0.6837,2.6128,1.2064,0.0,0.0,2065.4,0.0,0.0037,0.0217,0.0,0.0249,0.0009,21.611,58.6142,60.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1992-02-12,LSE:ABF,0.6837,2.5844,1.1933,0.0,0.0,2042.9492,0.0,0.0037,0.0214,0.0,0.0246,0.0009,21.7106,53.8856,55.2923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1992-02-13,LSE:ABF,0.6837,2.5844,1.1933,0.0,0.0,2042.9492,0.0,0.0037,0.0214,0.0,0.0246,0.0009,21.6774,53.8856,55.2923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1992-02-14,LSE:ABF,0.6456,2.556,1.1802,0.0,0.0,2020.4993,0.0,0.0036,0.0212,0.0,0.0244,0.0009,21.7454,49.2755,50.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1992-02-17,LSE:ABF,0.6456,2.5617,1.1828,0.0,0.0,2024.9893,0.0,0.0036,0.0213,0.0,0.0244,0.0009,21.6047,50.1933,51.5439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1992-02-18,LSE:ABF,0.6456,2.556,1.1802,0.0,0.0,2020.4993,0.0,0.0036,0.0212,0.0,0.0244,0.0009,18.2353,49.234,50.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1992-02-19,LSE:ABF,0.6456,2.5106,1.1592,0.0,0.0,1984.5794,0.0,0.0036,0.0208,0.0,0.0239,0.0009,18.5736,42.2731,43.5676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1992-02-20,LSE:ABF,0.6456,2.4935,1.1514,0.0,0.0,1971.1094,0.0,0.0035,0.0207,0.0,0.0238,0.0009,18.6021,39.9897,41.2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1992-02-21,LSE:ABF,0.6568,2.4538,1.133,0.0,0.0,1939.6794,0.0,0.0035,0.0204,0.0,0.0234,0.0009,18.7286,35.2107,36.4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1992-02-24,LSE:ABF,0.6568,2.4708,1.1409,0.0,0.0,1953.1494,0.0,0.0035,0.0205,0.0,0.0235,0.0009,18.7539,38.5975,39.6797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1992-02-25,LSE:ABF,0.6568,2.4651,1.1383,0.0,0.0,1948.6594,0.0,0.0035,0.0205,0.0,0.0235,0.0009,18.757,37.8866,38.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1992-02-26,LSE:ABF,0.6568,2.4538,1.133,0.0,0.0,1939.6794,0.0,0.0035,0.0204,0.0,0.0234,0.0009,18.6432,36.4409,37.4947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1992-02-27,LSE:ABF,0.6568,2.4538,1.133,0.0,0.0,1939.6794,0.0,0.0035,0.0204,0.0,0.0234,0.0009,18.5926,36.4409,37.4947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1992-02-28,LSE:ABF,0.6456,2.4424,1.1278,0.0,0.0,1930.6995,0.0,0.0035,0.0203,0.0,0.0233,0.0009,18.61,34.8965,35.9278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1992-03-02,LSE:ABF,0.6456,2.4424,1.1278,0.0,0.0,1930.6995,0.0,0.0035,0.0203,0.0,0.0233,0.0009,18.7428,34.8965,35.9278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1992-03-03,LSE:ABF,0.6456,2.4708,1.1409,0.0,0.0,1953.1494,0.0,0.0035,0.0205,0.0,0.0235,0.0009,18.2021,42.0207,42.8523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1992-03-04,LSE:ABF,0.6456,2.4651,1.1383,0.0,0.0,1948.6594,0.0,0.0035,0.0205,0.0,0.0235,0.0009,18.1831,41.0531,41.8777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1992-03-05,LSE:ABF,0.6456,2.4424,1.1278,0.0,0.0,1930.6995,0.0,0.0035,0.0203,0.0,0.0233,0.0009,18.2242,37.3485,38.1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1992-03-06,LSE:ABF,0.6226,2.4197,1.1173,0.0,0.0,1912.7395,0.0,0.0034,0.0201,0.0,0.0231,0.0009,18.3096,34.0404,34.7957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1992-03-09,LSE:ABF,0.6226,2.4367,1.1251,0.0,0.0,1926.2095,0.0,0.0035,0.0202,0.0,0.0232,0.0009,17.9981,38.4441,39.1082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1992-03-10,LSE:ABF,0.6226,2.4594,1.1356,0.0,0.0,1944.1694,0.0,0.0035,0.0204,0.0,0.0234,0.0009,17.7341,43.829,44.3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1992-03-11,LSE:ABF,0.6226,2.4594,1.1356,0.0,0.0,1944.1694,0.0,0.0035,0.0204,0.0,0.0234,0.0009,17.7325,43.829,44.3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1992-03-12,LSE:ABF,0.6226,2.4367,1.1251,0.0,0.0,1926.2095,0.0,0.0035,0.0202,0.0,0.0232,0.0009,17.3388,39.7919,40.3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1992-03-13,LSE:ABF,0.6168,2.3856,1.1015,0.0,0.0,1885.7995,0.0,0.0034,0.0198,0.0,0.0227,0.0009,17.742,32.5312,33.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1992-03-16,LSE:ABF,0.6168,2.3572,1.0884,0.0,0.0,1863.3496,0.0,0.0033,0.0196,0.0,0.0225,0.0008,17.8432,29.3294,29.7887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1992-03-17,LSE:ABF,0.6168,2.4083,1.112,0.0,0.0,1903.7595,0.0,0.0034,0.02,0.0,0.023,0.0009,18.21,40.6523,40.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1992-03-18,LSE:ABF,0.6168,2.3799,1.0989,0.0,0.0,1881.3096,0.0,0.0034,0.0197,0.0,0.0227,0.0009,18.3191,37.0963,37.4147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1992-03-19,LSE:ABF,0.6168,2.3913,1.1042,0.0,0.0,1890.2895,0.0,0.0034,0.0198,0.0,0.0228,0.0009,18.2542,39.3805,39.6779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1992-03-20,LSE:ABF,0.6341,2.3742,1.0963,0.0,0.0,1876.8196,0.0,0.0034,0.0197,0.0,0.0226,0.0009,18.2811,37.1985,37.4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1992-03-23,LSE:ABF,0.6341,2.3515,1.0858,0.0,0.0,1858.8596,0.0,0.0033,0.0195,0.0,0.0224,0.0008,18.3539,34.457,34.7357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1992-03-24,LSE:ABF,0.6341,2.3515,1.0858,0.0,0.0,1858.8596,0.0,0.0033,0.0195,0.0,0.0224,0.0008,18.1262,34.457,34.7357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1992-03-25,LSE:ABF,0.6341,2.3742,1.0963,0.0,0.0,1876.8196,0.0,0.0034,0.0197,0.0,0.0226,0.0009,18.2558,39.618,39.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1992-03-26,LSE:ABF,0.6341,2.3856,1.1015,0.0,0.0,1885.7995,0.0,0.0034,0.0198,0.0,0.0227,0.0009,18.2938,42.074,42.2952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1992-03-27,LSE:ABF,0.6356,2.397,1.1068,0.0,0.0,1894.7795,0.0,0.0034,0.0199,0.0,0.0228,0.0009,18.1119,44.5049,44.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1992-03-30,LSE:ABF,0.6356,2.4026,1.1094,0.0,0.0,1899.2695,0.0,0.0034,0.0199,0.0,0.0229,0.0009,18.1135,45.7312,45.9272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1992-03-31,LSE:ABF,0.6356,2.4026,1.1094,0.0,0.0,1899.2695,0.0,0.0034,0.0199,0.0,0.0229,0.0009,17.7372,45.7312,45.9272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1992-04-01,LSE:ABF,0.6356,2.3913,1.1042,0.0,0.0,1890.2895,0.0,0.0034,0.0198,0.0,0.0228,0.0009,17.7435,43.5015,43.6947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1992-04-02,LSE:ABF,0.6356,2.431,1.1225,0.0,0.0,1921.7195,0.0,0.0034,0.0202,0.0,0.0232,0.0009,18.0345,52.2726,52.4137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1992-04-03,LSE:ABF,0.4855,2.4651,1.1383,0.0,0.0,1948.6594,0.0,0.0035,0.0205,0.0,0.0235,0.0009,18.0218,58.2548,58.3656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1992-04-06,LSE:ABF,0.4855,2.5049,1.1566,0.0,0.0,1980.0894,0.0,0.0036,0.0208,0.0,0.0239,0.0009,18.0392,63.9344,64.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1992-04-07,LSE:ABF,0.4855,2.4878,1.1487,0.0,0.0,1966.6194,0.0,0.0035,0.0206,0.0,0.0237,0.0009,18.0803,60.1569,60.2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1992-04-08,LSE:ABF,0.4855,2.4651,1.1383,0.0,0.0,1948.6594,0.0,0.0035,0.0205,0.0,0.0235,0.0009,17.9238,55.4524,55.5402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1992-04-09,LSE:ABF,0.4855,2.4538,1.133,0.0,0.0,1939.6794,0.0,0.0035,0.0204,0.0,0.0234,0.0009,17.2518,53.2117,53.2991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1992-04-10,LSE:ABF,0.5224,2.539,1.1724,0.0,0.0,2007.0293,0.0,0.0036,0.0211,0.0,0.0242,0.0009,17.2534,64.7246,64.7772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1992-04-13,LSE:ABF,0.5224,2.556,1.1802,0.0,0.0,2020.4993,0.0,0.0036,0.0212,0.0,0.0244,0.0009,17.2803,66.5001,66.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
